razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;GKH-9915;Não;Sim;Não;16/01/2020;22/01/2020
MANOEL NICO FURTADO LEITE NETO EIRELI;06.195.941/0001-04;QNP-4565;Não;Sim;Não;02/09/2020;03/03/2020
MANOEL NICO FURTADO LEITE NETO EIRELI;06.195.941/0001-04;QOZ-7172;Não;Sim;Não;12/09/2020;14/03/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;GKW-7729;Não;Sim;Não;28/03/2020;12/08/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;KIR-2876;Não;Sim;Não;05/09/2020;11/07/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;KIR-2896;Não;Sim;Não;17/01/2020;11/07/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;KJU-1870;Não;Sim;Não;15/01/2020;11/07/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;KLF-8066;Não;Sim;Não;10/04/2020;25/06/2020
MANOEL SEVERINO DA SILVA TRANSPORTES EIRELI - ME;20.401.270/0001-11;MUM-6212;Não;Sim;Não;08/04/2020;22/07/2020
MANOEL TUR EIRELI;29.344.653/0001-70;GPH-0722;Não;Sim;Não;29/02/2020;03/07/2020
MANOS TURISMO E VIAGENS LTDA - ME;05.358.104/0001-96;CPG-8697;Não;Sim;Não;12/05/2020;30/03/2020
MANOS TURISMO E VIAGENS LTDA - ME;05.358.104/0001-96;IWO-0119;Não;Sim;Não;03/06/2020;30/03/2020
MANOS TURISMO E VIAGENS LTDA - ME;05.358.104/0001-96;IZK-2G21;Não;Sim;Não;08/01/2020;08/07/2020
MANOS TURISMO E VIAGENS LTDA - ME;05.358.104/0001-96;IZR-7E88;Não;Sim;Não;19/11/2020;30/03/2020
MANOS TURISMO E VIAGENS LTDA - ME;05.358.104/0001-96;JJB-2886;Não;Sim;Não;20/02/2020;30/03/2020
MANTIQUEIRA CJ TRANSPORTES LOCADORA DE VEICULOS E TURISMO LTDA - ME;19.980.814/0001-68;GEM-9280;Não;Sim;Não;21/11/2020;17/07/2020
MANUBATUR TURISMO E VIAGENS EIRELI - ME;01.862.718/0001-50;EZL-7169;Não;Sim;Não;26/03/2020;25/09/2020
MANUBATUR TURISMO E VIAGENS EIRELI - ME;01.862.718/0001-50;MJR-9258;Não;Sim;Não;18/09/2020;25/10/2020
MANUEL NICOLAU BENITO DUARTE TRANSPORTE DE PASSAGEIROS EIRELI;33.575.633/0001-87;EMF-9936;Não;Sim;Não;03/09/2020;09/09/2020
MANUELLA TURISMO LTDA - ME;04.115.086/0001-59;JQG-0204;Não;Sim;Não;22/02/2020;15/07/2020
MANUELLA TURISMO LTDA - ME;04.115.086/0001-59;JRS-9962;Não;Sim;Não;20/03/2020;02/02/2020
MÃO SOBERANA TRANSPORTES E TURISMO LTDA - ME;21.796.725/0001-08;AEF-2316;Não;Sim;Não;21/02/2020;21/12/2019
MAOS DE ANJO LTDA - ME;29.243.533/0001-86;BXF-8443;Não;Sim;Não;17/04/2020;21/12/2019
MAOS DE ANJO LTDA - ME;29.243.533/0001-86;GKW-3848;Não;Sim;Não;25/04/2020;03/04/2020
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;CNR-8668;Não;Sim;Não;15/04/2020;04/12/2019
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;DBC-5820;Não;Sim;Não;03/04/2020;04/12/2019
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;DCD-5002;Não;Sim;Não;23/07/2020;04/12/2019
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;FDB-1228;Não;Sim;Não;03/09/2020;04/12/2019
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;FUQ-8255;Não;Sim;Não;30/07/2020;04/12/2019
MAPATUR TRANSPORTES E TURISMO LTDA;12.112.144/0001-19;GJL-5455;Não;Sim;Não;21/01/2020;04/12/2019
MAR & CEU LOCADORA DE VEICULOS EIRELI;12.663.099/0001-90;NNQ-7640;Não;Sim;Não;08/10/2020;08/03/2020
MAR & CEU LOCADORA DE VEICULOS EIRELI;12.663.099/0001-90;NNR-3880;Não;Sim;Não;14/10/2020;08/03/2020
MAR & CEU LOCADORA DE VEICULOS EIRELI;12.663.099/0001-90;NNY-5009;Não;Sim;Não;27/11/2020;08/03/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;AWZ-2461;Não;Sim;Não;08/05/2020;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;AZG-4229;Não;Sim;Não;07/05/2020;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;BAF-7093;Não;Sim;Não;17/12/2019;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;BBC-2168;Não;Sim;Não;18/12/2019;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;BBT-4046;Não;Sim;Não;03/12/2019;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;BCS-5F62;Não;Sim;Não;29/08/2020;19/10/2020
MARA CHRISTINA RODRIGUES SIMOES TRANSPORTE - ME;05.311.153/0001-73;BDH-5J68;Não;Sim;Não;10/07/2020;19/10/2020
MARA TURISMO E VIAGENS EIRELI- ME;03.678.305/0001-45;MDK-2115;Não;Sim;Não;03/09/2020;05/10/2020
MARA TURISMO E VIAGENS EIRELI- ME;03.678.305/0001-45;MIQ-7572;Não;Sim;Não;18/02/2020;11/01/2020
MARAJA TRANSPORTES LOCACOES & TURISMO - EIRELI;25.046.377/0001-02;FUX-3647;Não;Sim;Não;11/11/2020;16/12/2019
MARAJA TRANSPORTES LOCACOES & TURISMO - EIRELI;25.046.377/0001-02;GCD-4766;Não;Sim;Não;26/11/2020;16/12/2019
MARANATA TRANSPORTES LTDA;03.845.335/0001-07;OOM-6873;Não;Sim;Não;18/07/2020;26/10/2020
MARANATHA TRANSPORTES DE TURISMO LTDA;07.165.879/0001-70;ALC-8F32;Não;Sim;Não;09/02/2020;30/07/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;HOO-7439;Não;Sim;Não;22/03/2020;08/04/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;IJD-6818;Não;Sim;Não;22/03/2020;06/10/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;IJF-2E98;Não;Sim;Não;24/12/2019;25/06/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;IJF-2F08;Não;Sim;Não;21/05/2020;21/05/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;MCC-2J73;Não;Sim;Não;18/04/2020;09/10/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;MCU-2312;Não;Sim;Não;29/05/2020;28/03/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;MFK-1A01;Não;Sim;Não;10/04/2020;27/09/2020
MARANGONI & MARANGONI LTDA. - ME;25.206.666/0001-21;MVO-3303;Não;Sim;Não;10/12/2019;25/06/2020
MARAZUL TOUR EIRELI - EPP;07.239.697/0001-05;QJI-2312;Não;Sim;Não;30/07/2020;10/10/2020
MARAZUL TURISMO LTDA;57.374.852/0001-66;AZL-5001;Não;Sim;Não;26/06/2020;08/08/2020
MARAZUL TURISMO LTDA;57.374.852/0001-66;AZL-5003;Não;Sim;Não;11/11/2020;19/11/2020
MARAZUL TURISMO LTDA;57.374.852/0001-66;AZL-9001;Não;Sim;Não;19/09/2020;21/08/2020
MARAZUL TURISMO LTDA;57.374.852/0001-66;IND-1550;Não;Sim;Não;26/07/2020;04/10/2020
MARAZUL TURISMO LTDA;57.374.852/0001-66;IOE-3973;Não;Sim;Não;06/08/2020;28/07/2020
MARAZUL VIAGENS E TURISMO LTDA ME;70.036.454/0001-06;OWC-5004;Não;Sim;Não;25/06/2020;27/12/2019
MARAZUL VIAGENS E TURISMO LTDA ME;70.036.454/0001-06;OWD-8005;Não;Sim;Não;25/10/2020;27/12/2019
MARAZUL VIAGENS E TURISMO LTDA ME;70.036.454/0001-06;QGN-9229;Não;Sim;Não;17/01/2020;27/12/2019
MARAZUL VIAGENS E TURISMO LTDA ME;70.036.454/0001-06;QGP-7887;Não;Sim;Não;24/06/2020;27/12/2019
MARCELINO RODRIGUES DE FREITAS TRANSPORTE DE PASSAGEIROS EIRELI;08.632.080/0001-00;LLE-8I62;Não;Sim;Não;17/09/2020;28/12/2019
MARCELINO RODRIGUES DE FREITAS TRANSPORTE DE PASSAGEIROS EIRELI;08.632.080/0001-00;LTM-0200;Não;Sim;Não;14/02/2020;28/12/2019
MARCELO AUGUSTO DE SOUZA MIRANDA EIRELI;33.575.334/0001-42;KVK-9H11;Não;Sim;Não;02/10/2020;10/07/2020
MARCELO DIMAS TURISMO EIRELI - ME;08.176.130/0001-91;DJE-9461;Não;Sim;Não;14/01/2020;11/09/2020
MARCELO DIMAS TURISMO EIRELI - ME;08.176.130/0001-91;HGJ-1615;Não;Sim;Não;13/06/2020;30/04/2020
MARCELO DIMAS TURISMO EIRELI - ME;08.176.130/0001-91;MQM-0992;Não;Sim;Não;08/04/2020;06/05/2020
MARCELO DOS SANTOS TEIXEIRA - ME;08.825.225/0001-99;INZ-0486;Não;Sim;Não;21/11/2020;28/03/2020
MARCELO DOS SANTOS TEIXEIRA - ME;08.825.225/0001-99;IRV-4502;Não;Sim;Não;19/03/2020;28/03/2020
MARCELO DOS SANTOS TEIXEIRA - ME;08.825.225/0001-99;IXF-2F00;Não;Sim;Não;11/09/2020;10/09/2020
MARCELO DOS SANTOS TEIXEIRA - ME;08.825.225/0001-99;IXU-1520;Não;Sim;Não;20/03/2020;28/03/2020
MARCELO FERNANDO DE SOUZA & CIA LTDA - EPP;67.372.177/0001-90;CVN-3648;Não;Sim;Não;16/10/2020;12/09/2020
MARCELO FERNANDO DE SOUZA & CIA LTDA - EPP;67.372.177/0001-90;FCX-9969;Não;Sim;Não;07/10/2020;12/09/2020
MARCELO GIRARDELLO & CIA LTDA;28.290.272/0001-92;EVC-6932;Não;Sim;Não;14/03/2020;21/03/2020
MARCELO GIRARDELLO & CIA LTDA;28.290.272/0001-92;EVC-7A48;Não;Sim;Não;28/05/2020;29/05/2020
MARCELO GIRARDELLO & CIA LTDA;28.290.272/0001-92;JJD-9035;Não;Sim;Não;10/01/2020;02/07/2020
MARCELO HENRIQUE DE CARVALHO EIRELI - ME;21.752.941/0001-51;BSF-2995;Não;Sim;Não;15/07/2020;02/07/2020
MARCELO HENRIQUE DE CARVALHO EIRELI - ME;21.752.941/0001-51;GSW-9428;Não;Sim;Não;15/07/2020;10/05/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;CYR-2274;Não;Sim;Não;08/02/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;DAJ-6768;Não;Sim;Não;19/02/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;FCB-7627;Não;Sim;Não;11/02/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;HGJ-1087;Não;Sim;Não;23/05/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;HGJ-1616;Não;Sim;Não;10/10/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;NYX-2869;Não;Sim;Não;22/05/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;OPM-6531;Não;Sim;Não;18/04/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;OQM-5754;Não;Sim;Não;24/07/2020;12/03/2020
MARCELO REGINALDO SILVA & CIA LTDA;02.169.700/0001-30;PZF-1255;Não;Sim;Não;13/03/2020;12/03/2020
MARCELO SILVA TRANSPORTES E TURISMO LTDA;03.841.149/0001-91;IVI-3789;Não;Sim;Não;06/09/2020;21/09/2020
MARCELO SILVA TRANSPORTES E TURISMO LTDA;03.841.149/0001-91;IZO-1G65;Não;Sim;Não;09/09/2020;26/09/2020
MARCELO VIAGENS E TURISMO EIRELI - ME;12.138.648/0001-08;EVA-3994;Não;Sim;Não;18/10/2020;24/10/2020
MARCELO VIAGENS E TURISMO EIRELI - ME;12.138.648/0001-08;OLA-0700;Não;Sim;Não;30/08/2020;02/10/2020
MARCHIORI TOUR EIRELI;33.216.476/0001-13;GVQ-8F56;Não;Sim;Não;24/06/2020;23/08/2020
MARCHIORI TOUR EIRELI;33.216.476/0001-13;KZK-3B03;Não;Sim;Não;09/07/2020;10/07/2020
MARCIA H. TEICHMANN & CIA LTDA;00.838.632/0001-29;APS-5690;Não;Sim;Não;15/01/2020;05/08/2020
MARCIA MARIA DE CARVALHO GIBIN;07.676.127/0001-74;HMS-8855;Não;Sim;Não;05/01/2020;04/10/2020
MARCIANO PEREIRA DE OLIVEIRA - ME;26.916.109/0001-67;JJU-1107;Não;Sim;Não;08/05/2020;08/05/2020
MARCIANO TRANSPORTES DE PASSAGEIROS LTDA ME;07.451.022/0001-17;HLQ-4379;Não;Sim;Não;02/04/2020;21/12/2019
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;CZB-0336;Não;Sim;Não;10/01/2020;04/06/2020
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;FGX-2088;Não;Sim;Não;10/07/2020;04/06/2020
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;FNR-2555;Não;Sim;Não;14/11/2020;07/03/2020
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;IJV-9229;Não;Sim;Não;28/02/2020;12/08/2020
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;LBB-6834;Não;Sim;Não;27/03/2020;12/09/2020
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;QQL-5393;Não;Sim;Não;26/03/2020;12/09/2020
MARCIO AGENCIA DE VIAGENS E TURISMO LTDA;23.414.807/0001-76;ITA-1005;Não;Sim;Não;28/05/2020;12/09/2020
MARCIO AGENCIA DE VIAGENS E TURISMO LTDA;23.414.807/0001-76;ITW-1703;Não;Sim;Não;13/09/2020;12/09/2020
MARCIO AGENCIA DE VIAGENS E TURISMO LTDA;23.414.807/0001-76;MFO-4007;Não;Sim;Não;01/03/2020;24/03/2020
MARCIO CESAR FERREIRA JUNIOR EIRELI - ME;14.263.979/0001-03;PHG-9479;Não;Sim;Não;26/03/2020;27/03/2020
MARCIO FERNANDES DA SILVA LOCADORA E TRANSPORTES EIRELI;07.309.991/0001-38;BTB-8446;Não;Sim;Não;05/02/2020;04/09/2020
MARCIO FERNANDES DA SILVA LOCADORA E TRANSPORTES EIRELI;07.309.991/0001-38;FEW-4298;Não;Sim;Não;24/10/2020;18/09/2020
MARCIO FERNANDES DA SILVA LOCADORA E TRANSPORTES EIRELI;07.309.991/0001-38;FYH-5730;Não;Sim;Não;23/10/2020;25/10/2020
MARCIO FERNANDES DA SILVA LOCADORA E TRANSPORTES EIRELI;07.309.991/0001-38;KOS-7637;Não;Sim;Não;19/09/2020;18/09/2020
MARCIO FURTADO SANTOS ME;10.977.025/0001-01;BWC-9666;Não;Sim;Não;22/01/2020;20/08/2020
MARCIO PEREK & CIA LTDA;14.546.754/0001-56;BBH-5281;Não;Sim;Não;30/01/2020;20/08/2020
MARCIO PEREK & CIA LTDA;14.546.754/0001-56;BDJ-3C51;Não;Sim;Não;16/08/2020;04/09/2020
MARCIO ROGERIO BISCOLA - EIRELI - ME;10.625.053/0001-51;ART-7I36;Não;Sim;Não;14/08/2020;16/08/2020
MARCIO VALENTIM TRANSPORTES LTDA;10.248.976/0001-31;AGV-1554;Não;Sim;Não;18/04/2020;11/10/2020
MARCIO VALENTIM TRANSPORTES LTDA;10.248.976/0001-31;AIC-5354;Não;Sim;Não;12/03/2020;11/10/2020
MARCIO VALENTIM TRANSPORTES LTDA;10.248.976/0001-31;AIC-9813;Não;Sim;Não;13/05/2020;11/10/2020
MARCIO VALENTIM TRANSPORTES LTDA;10.248.976/0001-31;BUS-4H37;Não;Sim;Não;25/02/2020;11/10/2020
MARCIO VALENTIM TRANSPORTES LTDA;10.248.976/0001-31;BUS-5A64;Não;Sim;Não;04/11/2020;11/10/2020
MARCK TURISMO LTDA;15.157.436/0001-66;LLA-8717;Não;Sim;Não;22/01/2020;30/01/2020
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AUA-5888;Não;Sim;Não;19/09/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AVY-9948;Não;Sim;Não;25/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AWI-9288;Não;Sim;Não;14/01/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AXB-8271;Não;Sim;Não;07/03/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AXJ-8573;Não;Sim;Não;05/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AYI-3375;Não;Sim;Não;28/08/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AYP-6434;Não;Sim;Não;18/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AYP-8455;Não;Sim;Não;05/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AYV-5125;Não;Sim;Não;10/09/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AYZ-1485;Não;Sim;Não;25/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AZQ-3916;Não;Sim;Não;05/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;AZS-0718;Não;Sim;Não;20/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BAN-2845;Não;Sim;Não;14/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BAO-7466;Não;Sim;Não;15/02/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BCD-5518;Não;Sim;Não;24/04/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BCE-2998;Não;Sim;Não;25/04/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BCI-4301;Não;Sim;Não;30/07/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BCQ-9380;Não;Sim;Não;26/11/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BDE-9J79;Não;Sim;Não;26/06/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;BUS-5062;Não;Sim;Não;01/04/2020;03/12/2019
MARCO ANTONIO JANUARIO & CIA LTDA - ME;03.678.251/0001-18;CUE-2G77;Não;Sim;Não;02/05/2020;03/12/2019
MARCO VENICIO VIERA EIRELI - ME;04.183.390/0001-33;BCV-8B51;Não;Sim;Não;31/01/2020;06/10/2020
MARCOS ADEMIR ARAUJO - EIRELI;19.950.629/0001-20;AZO-7511;Não;Sim;Não;11/02/2020;07/01/2020
MARCOS ALENCAR RAASCH WEISS;09.407.955/0001-32;IKR-3435;Não;Sim;Não;19/01/2020;13/09/2020
MARCOS ALENCAR RAASCH WEISS;09.407.955/0001-32;IXT-2589;Não;Sim;Não;19/03/2020;21/03/2020
MARCOS ALENCAR RAASCH WEISS;09.407.955/0001-32;MQC-8293;Não;Sim;Não;26/07/2020;08/09/2020
MARCOS ANTONIO BORGES DA SILVA EIRELI;24.987.739/0001-05;KUU-7633;Não;Sim;Não;06/11/2020;01/12/2019
MARCOS ANTONIO BORGES DA SILVA EIRELI;24.987.739/0001-05;KVU-3267;Não;Sim;Não;23/05/2020;01/12/2019
MARCOS ANTONIO BORGES DA SILVA EIRELI;24.987.739/0001-05;NYH-2768;Não;Sim;Não;05/09/2020;01/12/2019
MARCOS ANTONIO BORGES DA SILVA EIRELI;24.987.739/0001-05;OGF-7679;Não;Sim;Não;02/05/2020;01/12/2019
MARCOS ANTONIO BORGES DA SILVA EIRELI;24.987.739/0001-05;QFE-9425;Não;Sim;Não;27/09/2020;01/12/2019
MARCOS ANTONIO MARQUES DE JESUS TRANSPORTES EIRELI;32.947.831/0001-61;AUV-4F57;Não;Sim;Não;26/03/2020;26/03/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;HEV-2300;Não;Sim;Não;03/10/2020;03/05/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;HJZ-0700;Não;Sim;Não;03/07/2020;20/01/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;HKG-1800;Não;Sim;Não;02/10/2020;03/05/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;OPA-9829;Não;Sim;Não;03/07/2020;15/07/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;OXC-9512;Não;Sim;Não;03/07/2020;28/04/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;PWB-5000;Não;Sim;Não;03/07/2020;13/06/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;PWE-2611;Não;Sim;Não;03/10/2020;10/06/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;PZR-5017;Não;Sim;Não;03/07/2020;16/06/2020
MARCOS CÉSAR DE OLIVEIRA - EIRELI;03.395.757/0001-10;PZR-6500;Não;Sim;Não;07/03/2020;18/06/2020
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;KLT-6339;Não;Sim;Não;22/03/2020;30/12/2019
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;OYL-8393;Não;Sim;Não;26/03/2020;30/12/2019
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;PDB-9442;Não;Sim;Não;21/02/2020;30/12/2019
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;PDB-9492;Não;Sim;Não;21/02/2020;30/12/2019
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;PGB-5173;Não;Sim;Não;23/01/2020;30/12/2019
MARCOS DA SILVA COSTA EIRELI;16.578.760/0001-10;PGT-6544;Não;Sim;Não;13/09/2020;30/12/2019
MARCOS JOSE LORENTI EIRELI;19.717.349/0001-77;DPB-0710;Não;Sim;Não;18/06/2020;03/12/2019
MARCOS JOSE LORENTI EIRELI;19.717.349/0001-77;GXM-9188;Não;Sim;Não;28/12/2019;03/12/2019
MARCOS ROBERTO DA ROCHA - ME;29.100.390/0001-53;AIQ-1333;Não;Sim;Não;25/03/2020;14/08/2020
MARCOS ROBERTO DA ROCHA - ME;29.100.390/0001-53;CPJ-2011;Não;Sim;Não;15/02/2020;11/07/2020
MARCOS ROBERTO DA ROCHA - ME;29.100.390/0001-53;KOO-1420;Não;Sim;Não;19/05/2020;16/07/2020
MARCOS ROBERTO DA ROCHA - ME;29.100.390/0001-53;PVV-2248;Não;Sim;Não;17/06/2020;18/06/2020
MARCOS ROBERTO LEITE TRANSPORTES LTDA - ME;09.507.772/0001-99;FFL-2100;Não;Sim;Não;08/05/2020;23/05/2020
MARCOS VINICIUS DE ARAUJO EIRELI;29.740.310/0001-24;HXZ-9A49;Não;Sim;Não;16/01/2020;23/05/2020
MARCOS VINICIUS DE ARAUJO EIRELI;29.740.310/0001-24;MTM-5A69;Não;Sim;Não;07/02/2020;19/10/2020
MARCUS RAMON AFONSO EIRELI;17.281.242/0001-01;HBG-5011;Não;Sim;Não;13/08/2020;19/08/2020
MARDEM BATISTA SANTANA EIRELI;26.217.047/0001-03;KRT-1706;Não;Sim;Não;08/03/2020;11/03/2020
MAREGY TURISMO E FRETAMENTO LTDA - ME;04.313.958/0001-93;AQS-3994;Não;Sim;Não;11/10/2020;13/10/2020
MAREGY TURISMO E FRETAMENTO LTDA - ME;04.313.958/0001-93;MCU-0979;Não;Sim;Não;14/10/2020;13/10/2020
MAREGY TURISMO E FRETAMENTO LTDA - ME;04.313.958/0001-93;QJS-5584;Não;Sim;Não;09/05/2020;31/05/2020
MARETHUR TRANSPORTES E TURISMO EIRELI - ME;16.864.411/0001-65;DTB-5667;Não;Sim;Não;23/05/2020;25/05/2020
MARETHUR TRANSPORTES E TURISMO EIRELI - ME;16.864.411/0001-65;OGK-8021;Não;Sim;Não;17/04/2020;18/04/2020
MARETHUR TRANSPORTES E TURISMO EIRELI - ME;16.864.411/0001-65;OMI-7291;Não;Sim;Não;25/03/2020;25/03/2020
MARETHUR TRANSPORTES E TURISMO EIRELI - ME;16.864.411/0001-65;ONR-7426;Não;Sim;Não;20/03/2020;03/12/2019
MARETHUR TRANSPORTES E TURISMO EIRELI - ME;16.864.411/0001-65;PRM-3600;Não;Sim;Não;18/02/2020;10/10/2020
MARGARETH SANTANA SERVICOS DE TRANSPORTE EIRELI;14.337.440/0001-43;FVB-0948;Não;Sim;Não;09/08/2020;14/09/2020
MARIA APARECIDA OLIVEIRA DOS SANTOS VIAGENS EIRELI;82.220.658/0001-73;INM-4H08;Não;Sim;Não;18/06/2020;03/05/2020
MARIA BONITA VIAGENS E TURISMO EIRELI;33.347.218/0001-76;GPZ-6260;Não;Sim;Não;28/05/2020;07/05/2020
MARIA DA GLÓRIA VITÓRIA TEIXEIRA & CIA LTDA;02.376.539/0001-75;IWG-0710;Não;Sim;Não;30/10/2020;05/10/2020
MARIA DA GLÓRIA VITÓRIA TEIXEIRA & CIA LTDA;02.376.539/0001-75;IYO-0710;Não;Sim;Não;07/05/2020;08/05/2020
MARIA DA GLÓRIA VITÓRIA TEIXEIRA & CIA LTDA;02.376.539/0001-75;JAY-0710;Não;Sim;Não;24/06/2020;22/06/2020
MARIA DO CARMO ALMEIDA VALADARES EIRELI;13.622.997/0001-63;ARL-1648;Não;Sim;Não;12/06/2020;02/09/2020
MARIA DO CARMO ALMEIDA VALADARES EIRELI;13.622.997/0001-63;GVQ-3386;Não;Sim;Não;12/06/2020;18/09/2020
MARIA DO CARMO ALMEIDA VALADARES EIRELI;13.622.997/0001-63;HIJ-3068;Não;Sim;Não;25/02/2020;18/09/2020
MARIA DO CARMO ALMEIDA VALADARES EIRELI;13.622.997/0001-63;QOC-3500;Não;Sim;Não;17/06/2020;15/10/2020
MARIA DO CARMO TERRA EIRELI - ME;26.079.535/0001-93;BYE-9527;Não;Sim;Não;23/02/2020;15/10/2020
MARIA DO CARMO TERRA EIRELI - ME;26.079.535/0001-93;DBM-1572;Não;Sim;Não;18/11/2020;10/06/2020
MARIA DO CARMO TERRA EIRELI - ME;26.079.535/0001-93;KOD-1258;Não;Sim;Não;06/12/2019;10/06/2020
