razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
TRANSPORTADORA TURISTICA NATAL LTDA;47.202.007/0001-50;KVY-7G22;Não;Sim;Não;2025-02-07;2025-01-08;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KVY-8744;Não;Sim;Não;2025-06-10;2025-07-05;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RODRIGO FLUGEL TRANSPORTES LTDA;45.916.447/0001-43;KWB-0J04;Não;Sim;Não;2025-05-27;2025-01-19;2004;Executivo;49;49;Q - Cadeira de transbordo;Ônibus
DOIS IRMAOS TURISMO LTDA;19.062.665/0001-58;KWC-5895;Não;Sim;Não;2025-03-11;2025-06-08;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
R A CALIN CORTEZ TRANSPORTES LTDA;40.620.470/0001-72;KWC-9I92;Não;Sim;Não;2025-03-14;2025-02-27;2013;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KWD-4829;Não;Sim;Não;2025-05-09;2025-07-05;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ARAGUIAR TRANSPORTES E TURISMO LTDA;17.388.707/0001-10;KWG-7A71;Não;Sim;Não;2025-03-26;2025-03-26;2013;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
DEISY RODRIGUES VALES E CIA LTDA;10.865.274/0001-05;KWI-5J42;Não;Sim;Não;2025-02-06;2025-02-15;2010;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
SILVAS RIO TURISMO E FRETAMENTO LTDA;34.865.223/0001-33;KWJ-6B63;Não;Sim;Não;2025-02-08;2025-02-16;2013;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
J A M RIBEIRO VIAGENS E TURISMO EIRELI;39.233.267/0001-64;KWJ-8H87;Não;Sim;Não;2025-03-21;2024-12-25;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KWJ-9518;Não;Sim;Não;2025-06-07;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KWJ-9797;Não;Sim;Não;2025-07-03;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KWJ-9956;Não;Sim;Não;2025-07-06;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ANDRADE LOCADORA E AGENCIA DE TURISMO LTDA;29.840.624/0001-07;KWJ-9F62;Não;Sim;Não;2025-04-15;2025-05-03;2013;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
SILVA & TOLEDO TRANSPORTES LTDA - ME;19.435.365/0001-77;KWK-8G15;Não;Sim;Não;2025-05-15;2025-04-05;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
GRUTAS MIRADAIRE - TOUR TRANSPORTES LTDA;04.211.092/0001-00;KWK-9748;Não;Sim;Não;2025-07-01;2025-04-21;2014;Executivo;48;48;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Ônibus
ESPACO TOUR TRANSPORTES LTDA.;33.203.497/0001-02;KWM-6406;Não;Sim;Não;2025-01-30;2025-02-27;2014;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
DIGOTUR EXCURSOES LTDA;28.382.567/0001-99;KWM-7J20;Não;Sim;Não;2025-06-10;2025-06-05;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRM TURISMO E FRETAMENTO LTDA - ME;15.459.740/0001-68;KWO-2881;Não;Sim;Não;2025-01-25;2025-06-22;2009;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
COOPERATIVA DE TRANSPORTE E LOCADORA DE VEICULOS DOS MOTORISTAS AUTONOMOS DE LAVRAS E REGIAO LTDA;05.292.426/0001-80;KWO-8036;Não;Sim;Não;2025-01-23;2025-03-10;2014;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
REIVAX FRETAMENTO E TURISMO EIRELI;24.338.313/0001-12;KWO-8B10;Não;Sim;Não;2025-01-03;2025-04-03;2014;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
TRANSMARGOO TURISMO E FRETAMENTO LTDA;04.833.584/0001-37;KWP-9418;Não;Sim;Não;2025-05-23;2025-06-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSMARGOO TURISMO E FRETAMENTO LTDA;04.833.584/0001-37;KWP-9468;Não;Sim;Não;2025-05-23;2025-06-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MARINHO TRANSPORTE  E TURISMO LTDA;01.289.716/0001-13;KWP-9A27;Não;Sim;Não;2025-03-18;2025-01-15;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
NICKTHY VIAGENS E TURISMO LTDA;11.833.751/0001-05;KWR-8765;Não;Sim;Não;2025-03-05;2025-03-14;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
TRANSPORTE ESTILO LTDA - ME;18.948.374/0001-07;KWT-3J09;Não;Sim;Não;2025-05-16;2025-04-26;2011;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
NICKTHY VIAGENS E TURISMO LTDA;11.833.751/0001-05;KWT-3J49;Não;Sim;Não;2025-04-30;2025-05-02;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
RACKEL FERREIRA & RENATA MICKAELLY TRANSPORTES LTDA;29.756.373/0001-79;KWU-6D87;Não;Sim;Não;2025-03-13;2025-02-16;2014;Executivo;31;31;Q - Cadeira de transbordo;Ônibus
AAVA LOCACOES E TRANSPORTES LTDA;18.087.315/0001-83;KWU-9C20;Não;Sim;Não;2025-06-19;2025-01-12;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
NICKTHY VIAGENS E TURISMO LTDA;11.833.751/0001-05;KWV-7H35;Não;Sim;Não;2025-03-05;2025-03-17;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
MARINHO TRANSPORTE  E TURISMO LTDA;01.289.716/0001-13;KWZ-6J32;Não;Sim;Não;2025-02-08;2025-01-15;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KXA-5624;Não;Sim;Não;2025-06-10;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
OPÇÃO JCA TURISMO E FRETAMENTO LTDA;00.091.382/0001-06;KXB-5G12;Não;Sim;Não;2025-01-24;2025-03-28;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;KXB-8D76;Não;Sim;Não;2025-06-07;2025-06-05;2015;Executivo;52;52;H - Cadeira de transbordo.;Ônibus
ZELITUR TRANSPORTES RODOVIARIOS DE PASSAGEIROS LTDA;00.644.371/0001-06;KXE-4F89;Não;Sim;Não;2025-01-12;2025-04-05;2013;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
COOPTAE-COOPERATIVA DOS MOTORISTAS DE TRANSPORTE ALTERNATIVO E ESCOLAR DE MURIAE LTDA;04.791.426/0001-61;KXF-6G22;Não;Sim;Não;2025-07-03;2025-05-29;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
IBV TURISMO LTDA;32.691.848/0001-09;KXG-4C22;Não;Sim;Não;2025-03-26;2025-02-13;2012;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
WILKATUR  MAX TRANSPORTE E TURISMO LTDA;43.784.504/0001-52;KXI-4A84;Não;Sim;Não;2025-01-24;2025-01-01;2011;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
POWER MIX TRANSPORTE RODOVIARIO LTDA;14.797.979/0001-85;KXL-8C29;Não;Sim;Não;2025-01-31;2025-02-09;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ISETUR VIAGENS E TRANSPORTES LTDA - ME;05.070.475/0001-78;KXM-4E64;Não;Sim;Não;2025-01-03;2025-05-19;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
UNION TRANSPORTES E TURISMO LTDA;31.548.683/0001-40;KXN-5H51;Não;Sim;Não;2025-01-30;2024-12-26;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
IMPACTUR AGENCIA DE VIAGENS LTDA;11.197.377/0001-07;KXN-9C63;Não;Sim;Não;2025-05-15;2024-12-26;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PAXATUR LTDA.;47.656.315/0001-55;KXO-6A53;Não;Sim;Não;2025-03-18;2025-03-21;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
HD CH TURISMO DE BACAXA LTDA;29.106.483/0001-95;KXO-6A54;Não;Sim;Não;2025-05-27;2025-05-15;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
VITAN TRANSPORTES E LOCADORA DE VEICULOS LTDA;18.854.432/0001-25;KXO-7622;Não;Sim;Não;2025-02-05;2025-04-13;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
EMPRESA DE TRANSPORTES E TURISMO G. L. LTDA.;03.116.664/0001-09;KXP-6E98;Não;Sim;Não;2025-03-13;2025-01-05;2011;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
TRANSVALE TUR FRETAMENTOS LTDA;21.134.805/0001-06;KXQ-4599;Não;Sim;Não;2025-03-04;2025-02-14;2013;Executivo;16;16;D - Passagem em nível da plataforma de embarque / desembarque do terminal (ou ponto de parada) para o salão de passageiros.;Micro-ônibus
RODO OURO TRANSPORTES E TURISMO LTDA;06.778.249/0001-09;KXR-8027;Não;Sim;Não;2025-03-25;2025-03-18;2013;Executivo;29;29;H - Cadeira de transbordo.;Ônibus
TRANSPORTES DE PASSAGEIROS PHDC & LOCADORA E TURISMO LTDA;12.251.465/0001-02;KXX-7C03;Não;Sim;Não;2025-02-06;2025-02-18;2010;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;KXX-9H55;Não;Sim;Não;2025-05-02;2025-05-10;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KYB-8271;Não;Sim;Não;2025-06-07;2025-02-20;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
OPÇÃO JCA TURISMO E FRETAMENTO LTDA;00.091.382/0001-06;KYC-4G77;Não;Sim;Não;2025-01-26;2025-03-28;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RM AGENCIA DE VIAGENS CONSERVACAO E TRANSPORTES TERESTRE LTDA;12.646.630/0001-17;KYC-5D89;Não;Sim;Não;2025-04-12;2025-04-10;2014;Executivo;30;30;H - Cadeira de transbordo.;Ônibus
TROPICAL BUS TRANSPORTE E TURISMO LTDA - ME;08.360.383/0001-10;KYD-9449;Não;Sim;Não;2024-12-28;2025-01-17;2016;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
STELMAN TOUR TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA - ME;14.796.451/0001-91;KYE-5F37;Não;Sim;Não;2025-01-04;2025-01-13;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PARAQUETT AGENCIA DE TURISMO E VIAGENS LTDA;16.540.985/0001-88;KYF-3E73;Não;Sim;Não;2025-05-28;2025-05-02;2009;Executivo;32;32;Q - Cadeira de transbordo;Ônibus
IZA TRANSPORTE TURISMO E LOCADORA LTDA;19.977.943/0001-05;KYF-4D00;Não;Sim;Não;2025-05-29;2025-06-22;2010;Executivo;32;32;Q - Cadeira de transbordo;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KYF-8710;Não;Sim;Não;2025-06-05;2025-07-05;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TURISMO ANA PAULA LTDA;14.626.910/0001-99;KYG-1G26;Não;Sim;Não;2025-06-12;2025-05-03;2008;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;KYJ-0A64;Não;Sim;Não;2025-06-03;2025-07-02;2004;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
FERNANDO COSSULIN AMADEU - EIRELI - ME;09.293.354/0001-46;KYK-0J75;Não;Sim;Não;2025-05-05;2025-01-14;2007;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KYK-6F20;Não;Sim;Não;2025-05-08;2025-01-15;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
CM TOUR LTDA;47.128.937/0001-00;KYN-6G03;Não;Sim;Não;2025-02-28;2025-03-19;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSPORTES JU TUR LTDA;04.222.940/0001-86;KYO-5A37;Não;Sim;Não;2025-02-27;2025-02-21;2014;Executivo;33;33;H - Cadeira de transbordo.;Ônibus
NEURITUR TRANSPORTES LTDA;08.488.717/0001-36;KYS-6I18;Não;Sim;Não;2025-03-20;2025-01-03;2017;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KYT-7I14;Não;Sim;Não;2025-04-09;2025-01-15;2011;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
REGINA TURISMO LTDA;21.692.630/0001-44;KYU-1158;Não;Sim;Não;2025-05-08;2025-01-19;2007;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
MPL TRANSPORTES LTDA;12.912.829/0001-40;KYU-1G39;Não;Sim;Não;2025-05-27;2025-03-18;2008;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
VALDECI KLIMA TRANSPORTES EIRELI;07.414.845/0001-72;KYV-6B76;Não;Sim;Não;2025-02-28;2025-03-25;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
SADAM TRANSPORTES LTDA - ME;03.200.283/0001-03;KYV-6E00;Não;Sim;Não;2025-04-10;2025-04-05;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BERGUINHO TURISMO LTDA;27.892.171/0001-29;KYX-8A16;Não;Sim;Não;2025-03-20;2025-03-11;2018;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
LEOPOLDINA TURISMO LTDA;19.765.734/0001-90;KYY-6D70;Não;Sim;Não;2025-05-23;2025-01-10;2018;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
LOG RIO TRANSPORTE E TURISMO LTDA;26.198.828/0001-90;KZA-6425;Não;Sim;Não;2025-06-15;2025-02-23;2017;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
FAMILI TURISMO E TRANSPORTE DA COSTA VERDE LTDA;18.928.156/0001-00;KZC-0J27;Não;Sim;Não;2025-03-17;2025-05-24;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
BR500 - TRANSPORTES LTDA;04.850.455/0001-57;KZE-7H92;Não;Sim;Não;2025-05-03;2025-06-12;2018;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
V&V TRANSPORTE LOCACAO E EVENTOS LTDA;13.477.074/0001-65;KZI-4H92;Não;Sim;Não;2025-05-08;2025-05-30;2014;Executivo;10;10;Sem Acessibilidade;Micro-ônibus
SILVAS RIO TURISMO E FRETAMENTO LTDA;34.865.223/0001-33;KZI-5J28;Não;Sim;Não;2025-05-06;2025-04-12;2018;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
LOG RIO TRANSPORTE E TURISMO LTDA;26.198.828/0001-90;KZI-6145;Não;Sim;Não;2025-06-15;2025-02-23;2017;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
EF TURISMO EIRELI;27.751.263/0001-99;KZJ-5E21;Não;Sim;Não;2025-06-21;2025-06-28;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
LRF TRANSPORTES E TURISMO LTDA;29.788.439/0001-02;KZJ-8I98;Não;Sim;Não;2025-04-15;2024-12-23;2018;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
STREET TOUR TRANSPORTE E LOCAÇÃO LTDA - ME;04.171.662/0001-85;KZL-5766;Não;Sim;Não;2025-01-02;2025-04-15;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
R. S. VARGAS LTDA;21.191.706/0001-58;KZL-7C97;Não;Sim;Não;2025-07-08;2025-06-22;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
BRUNO TORRES LOCADORA E TURISMO EIRELI;27.066.110/0001-02;KZL-7G62;Não;Sim;Não;2025-01-08;2024-12-29;2015;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
RAPIDO FIEL TRANSPORTE E TURISMO EIRELI;40.996.710/0001-38;KZM-0H05;Não;Sim;Não;2025-01-24;2025-04-12;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
MOURA E OLIVEIRA TRANSPORTADORA TURISTICA DE SUPERFICIE LTDA;07.191.795/0001-01;KZP-6D71;Não;Sim;Não;2025-05-15;2025-07-05;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
GIROTUR TRANSPORTES LTDA;15.151.851/0001-02;KZQ-9B94;Não;Sim;Não;2025-01-19;2025-04-30;2006;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
EDEMILSON DA PAZ FAGUNDES LTDA;50.339.968/0001-15;KZS-8B20;Não;Sim;Não;2025-04-30;2025-05-08;2006;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
P & C - ITAPEVI FRETAMENTOS LTDA;09.476.952/0001-50;KZU-7E42;Não;Sim;Não;2025-02-05;2025-07-09;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
HUNGRIVANS TRANSPORTE E FRETAMENTO EIRELI;34.122.681/0001-82;KZY-9024;Não;Sim;Não;2025-02-21;2025-05-10;2006;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
LIFE TRANSPORTE E TURISMO LTDA;43.450.665/0001-00;KZZ-6J67;Não;Sim;Não;2025-03-12;2025-06-03;2006;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
PARATY TRIPS TURISMO LTDA;23.484.050/0001-97;LAD-2B68;Não;Sim;Não;2025-01-12;2025-06-04;2004;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
IVO LUIZ DO CARMO LTDA;34.784.047/0001-05;LAF-8C52;Não;Sim;Não;2025-01-18;2025-07-03;1994;Executivo;56;56;Sem Acessibilidade;Ônibus
GUIMATUR TRANSPORTES E TURISMO LTDA;10.788.896/0001-79;LAH-9H17;Não;Sim;Não;2025-02-02;2025-01-20;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
EDEMILSON DA PAZ FAGUNDES LTDA;50.339.968/0001-15;LAU-5094;Não;Sim;Não;2025-05-11;2025-04-30;1995;Executivo;50;50;Sem Acessibilidade;Ônibus
MARCIANO TRANSPORTES EIRELI;04.149.830/0001-36;LBB-6834;Não;Sim;Não;2025-05-21;2025-02-13;1996;Executivo;58;58;Sem Acessibilidade;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;LBQ-1H06;Não;Sim;Não;2025-05-18;2025-06-06;1996;Executivo;48;48;Sem Acessibilidade;Ônibus
EDEMILSON DA PAZ FAGUNDES LTDA;50.339.968/0001-15;LBT-1E05;Não;Sim;Não;2025-03-12;2025-04-29;1997;Executivo;51;51;Sem Acessibilidade;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;LBW-5G56;Não;Sim;Não;2025-04-23;2025-04-24;2005;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
CANOA DA SERRA TURISMO E VIAGENS LTDA - ME;00.834.294/0001-57;LCD-9933;Não;Sim;Não;2025-04-16;2025-05-04;1998;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;LCE-7E82;Não;Sim;Não;2025-05-14;2025-02-06;1997;Executivo;51;51;Sem Acessibilidade;Ônibus
CRISTO VIVO TRANSPORTES E TURISMO LTDA;27.220.385/0001-59;LCE-8F20;Não;Sim;Não;2025-03-18;2025-05-16;1997;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
DMS SERVICOS AUTOMOTIVOS LTDA;15.033.938/0001-85;LCE-8F21;Não;Sim;Não;2025-02-28;2025-02-21;1997;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
ANA PAULA M. DE ALMEIDA TRANSPORTE LTDA;29.791.364/0001-19;LCE-9C63;Não;Sim;Não;2025-04-08;2025-01-04;1997;Executivo;51;51;Sem Acessibilidade;Ônibus
ARAGAO TRANSPORTES E TURISMO LTDA;50.687.135/0001-45;LCF-2F56;Não;Sim;Não;2025-05-12;2025-05-02;2004;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
JAIR DE BASTOS - TRANSPORTE E TURISMO - ME;14.807.395/0001-43;LCL-6I96;Não;Sim;Não;2025-02-16;2025-01-31;2004;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
PRIME DE ANGRA TURISMO LTDA;52.967.561/0001-68;LCL-7E11;Não;Sim;Não;2025-05-06;2025-06-10;2004;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ROBERIO P DA SILVA  LTDA;42.649.564/0001-08;LCN-3H42;Não;Sim;Não;2025-05-26;2025-04-22;1998;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
LIMA TURISMO LTDA ME;15.801.060/0001-80;LCQ-1B82;Não;Sim;Não;2025-03-26;2025-06-12;1998;Executivo;50;50;Sem Acessibilidade;Ônibus
RIO NOVO TURISMO LTDA;06.120.476/0001-42;LKF-8211;Não;Sim;Não;2025-03-18;2025-01-16;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
M&S TRANSPORTES DE PASSAGEIROS LTDA;26.062.348/0001-05;LKJ-3E84;Não;Sim;Não;2025-02-28;2025-04-30;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
SETE TRANSPORTES E TURISMO LTDA;23.859.940/0001-36;LKK-1D81;Não;Sim;Não;2025-02-02;2025-02-04;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
MR TRANSPORTES E TURISMO LTDA;39.870.459/0001-81;LKK-9G96;Não;Sim;Não;2025-05-25;2024-12-26;2007;Executivo;48;48;Q - Cadeira de transbordo;Ônibus
NH TRANSPORTES LTDA;28.472.126/0001-88;LKN-4H88;Não;Sim;Não;2025-04-17;2025-03-08;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
LUCIANO VITAL DA ROCHA LOCACAO DE VEICULOS LTDA;12.688.080/0001-07;LKO-9C96;Não;Sim;Não;2025-02-15;2025-03-06;2007;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ALEGRATUR TRANSPORTES VIAGENS E TURISMO LTDA;29.136.745/0001-64;LKP-8B19;Não;Sim;Não;2025-01-30;2025-07-06;2008;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
TRANSREZENDE LOCADORA DE VEICULOS LTDA;11.415.793/0001-26;LKR-4I87;Não;Sim;Não;2025-02-01;2025-01-12;2008;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
PAULINHO AGENCIA DE VIAGENS LTDA - EPP;03.946.083/0001-02;LKT-4627;Não;Sim;Não;2025-03-27;2025-03-16;2008;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
G & G TRANSPORTES E TURISMO LTDA;34.600.394/0001-30;LKT-4G09;Não;Sim;Não;2025-02-26;2025-06-03;2008;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VIA TURISMO E VIAGENS LTDA ME;12.250.038/0001-00;LKT-7J30;Não;Sim;Não;2025-01-18;2025-01-22;2008;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
CARLOS HELENO NASCIMENTO TRANSPORTE LTDA;26.243.104/0001-10;LKT-9J96;Não;Sim;Não;2025-02-20;2025-03-18;2008;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;LKV-6172;Não;Sim;Não;2025-04-10;2025-03-31;2008;Executivo;49;49;Q - Cadeira de transbordo;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;LKV-6B72;Não;Sim;Não;2025-04-10;2025-03-31;2008;Executivo;49;49;Q - Cadeira de transbordo;Ônibus
ENILGA KRUGER LTDA;48.252.196/0001-38;LKZ-3D65;Não;Sim;Não;2025-04-30;2025-06-04;2008;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
VALMOR JR TURISMO EIRELI;35.443.047/0001-04;LLA-1D19;Não;Sim;Não;2025-03-13;2025-03-13;2009;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
RT TURISMO, TRANSPORTE E EVENTOS LTDA.;19.514.791/0001-04;LLA-2A90;Não;Sim;Não;2025-03-18;2025-03-11;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
FELIPE PEREIRA GUIDA TRANSPORTE E TURISMO LTDA;29.571.560/0001-88;LLA-6947;Não;Sim;Não;2025-03-14;2025-07-09;2009;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
MARCK TURISMO LTDA;15.157.436/0001-66;LLA-8H17;Não;Sim;Não;2025-02-15;2025-02-20;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
REMATUR TRANSPORTES FRETAMENTO TURISMO EIRELI;31.917.536/0001-08;LLA-8H19;Não;Sim;Não;2025-05-13;2025-03-15;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
SUZI TURISMO E TRASPORTE DE ANDRELANDIA LTDA;08.310.129/0001-08;LLA-9436;Não;Sim;Não;2025-03-11;2025-07-02;2009;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;LLD-3100;Não;Sim;Não;2025-06-10;2025-02-20;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;LLD-4A24;Não;Sim;Não;2025-06-17;2025-02-20;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
J A M RIBEIRO VIAGENS E TURISMO EIRELI;39.233.267/0001-64;LLD-9586;Não;Sim;Não;2025-06-14;2025-06-26;2010;Executivo;20;20;H - Cadeira de transbordo.;Micro-ônibus
AQUARIUS TUR EXCURSOES LTDA;11.103.933/0001-20;LLE-1B01;Não;Sim;Não;2025-03-08;2025-01-06;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RIO VAN SERVICE LOCADORA DE VEICULOS EIRELI;17.586.164/0001-45;LLG-9F70;Não;Sim;Não;2025-02-05;2025-01-18;2010;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
FERGRAMON TRANSPORTES LTDA;78.945.847/0001-36;LLH-5G62;Não;Sim;Não;2025-07-05;2024-12-23;2010;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
CONFIANZA TRANSPORTES LTDA;03.632.896/0001-10;LLJ-6466;Não;Sim;Não;2025-02-02;2025-01-03;2010;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
CANOA DA SERRA TURISMO E VIAGENS LTDA - ME;00.834.294/0001-57;LLK-1736;Não;Sim;Não;2025-06-18;2025-05-04;2010;Executivo;25;25;H - Cadeira de transbordo.;Ônibus
